,Age,SibSp,Parch,LogFare,Sex_male,Sex_female,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
401,26.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
402,21.0,1,0,2.3818582738885534,0,1,0,0,1,0,0,1
403,28.0,1,0,2.8243506567983707,1,0,0,0,1,0,0,1
404,20.0,0,0,2.2682524139135403,0,1,0,0,1,0,0,1
405,34.0,1,0,3.091042453358316,1,0,0,1,0,0,0,1
406,51.0,0,0,2.169053700369523,1,0,0,0,1,0,0,1
407,3.0,1,1,2.9831534913471307,1,0,0,1,0,0,0,1
408,21.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
409,24.0,3,1,3.275887339030031,0,1,0,0,1,0,0,1
410,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
411,24.0,0,0,2.061570298060867,1,0,0,0,1,0,1,0
412,33.0,1,0,4.51085950651685,0,1,1,0,0,0,1,0
413,24.0,0,0,0.0,1,0,0,1,0,0,0,1
414,44.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
415,24.0,0,0,2.2027647577118348,0,1,0,0,1,0,0,1
416,34.0,1,1,3.5115454388310208,0,1,0,1,0,0,0,1
417,18.0,0,2,2.6390573296152584,0,1,0,1,0,0,0,1
418,30.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
419,10.0,0,2,3.224857896545748,0,1,0,0,1,0,0,1
420,24.0,0,0,2.1855792552411137,1,0,0,0,1,1,0,0
421,21.0,0,0,2.167143305297764,1,0,0,0,1,0,1,0
422,29.0,0,0,2.1832383353614797,1,0,0,0,1,0,0,1
423,28.0,1,1,2.7343675094195836,0,1,0,0,1,0,0,1
424,18.0,1,1,3.0545906305603445,1,0,0,0,1,0,0,1
425,24.0,0,0,2.1102132003465894,1,0,0,0,1,0,0,1
426,28.0,1,0,3.295836866004329,0,1,0,1,0,0,0,1
427,19.0,0,0,3.295836866004329,0,1,0,1,0,0,0,1
428,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
429,32.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
430,28.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
431,24.0,1,0,2.8390784635086144,0,1,0,0,1,0,0,1
432,42.0,1,0,3.295836866004329,0,1,0,1,0,0,0,1
433,17.0,0,0,2.094945728215801,1,0,0,0,1,0,0,1
434,50.0,1,0,4.041295341132285,1,0,1,0,0,0,0,1
435,14.0,1,2,4.795790545596741,0,1,1,0,0,0,0,1
436,21.0,2,2,3.5660053559634015,0,1,0,0,1,0,0,1
437,24.0,2,3,2.9831534913471307,0,1,0,1,0,0,0,1
438,64.0,1,4,5.575949103146316,1,0,1,0,0,0,0,1
439,31.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
440,45.0,1,1,3.305053521109253,0,1,0,1,0,0,0,1
441,20.0,0,0,2.3513752571634776,1,0,0,0,1,0,0,1
442,25.0,1,0,2.1719067693519296,1,0,0,0,1,0,0,1
443,28.0,0,0,2.6390573296152584,0,1,0,1,0,0,0,1
444,24.0,0,0,2.2096470973347766,1,0,0,0,1,0,0,1
445,4.0,0,2,4.417131919904876,1,0,1,0,0,0,0,1
446,13.0,0,1,3.0204248861443626,0,1,0,1,0,0,0,1
447,34.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
448,5.0,2,1,3.0085645861193133,0,1,0,0,1,1,0,0
449,52.0,0,0,3.449987545831587,1,0,1,0,0,0,0,1
450,36.0,1,2,3.3586377672433594,1,0,0,1,0,0,0,1
451,24.0,1,0,3.0429354648621407,1,0,0,0,1,0,0,1
452,30.0,0,0,3.3586377672433594,1,0,1,0,0,1,0,0
453,49.0,1,0,4.500966778400217,1,0,1,0,0,1,0,0
454,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
455,29.0,0,0,2.1855792552411137,1,0,0,0,1,1,0,0
456,65.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
457,24.0,1,0,3.967694202798607,0,1,1,0,0,0,0,1
458,50.0,0,0,2.4423470353692043,0,1,0,1,0,0,0,1
459,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
460,48.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
461,34.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
462,47.0,0,0,3.676300671907076,1,0,1,0,0,0,0,1
463,48.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
464,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
465,38.0,0,0,2.0856720914304723,1,0,0,0,1,0,0,1
466,24.0,0,0,0.0,1,0,0,1,0,0,0,1
467,56.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
468,24.0,0,0,2.1661924680884908,1,0,0,0,1,0,1,0
469,0.75,2,1,3.0085645861193133,0,1,0,0,1,1,0,0
470,24.0,0,0,2.1102132003465894,1,0,0,0,1,0,0,1
471,38.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
472,33.0,1,2,3.3586377672433594,0,1,0,1,0,0,0,1
473,23.0,0,0,2.694066212646058,0,1,0,1,0,1,0,0
474,22.0,0,0,2.3830123421066602,0,1,0,0,1,0,0,1
475,24.0,0,0,3.970291913552122,1,0,1,0,0,0,0,1
476,34.0,1,0,3.091042453358316,1,0,0,1,0,0,0,1
477,29.0,1,0,2.0851502161468174,1,0,0,0,1,0,0,1
478,22.0,0,0,2.142510233146819,1,0,0,0,1,0,0,1
479,2.0,0,1,2.586823743668066,0,1,0,0,1,0,0,1
480,9.0,5,2,3.8691155044168695,1,0,0,0,1,0,0,1
481,24.0,0,0,0.0,1,0,0,1,0,0,0,1
482,50.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
483,63.0,0,0,2.3596740599781727,0,1,0,0,1,0,0,1
484,25.0,1,0,4.5226490762785785,1,0,1,0,0,1,0,0
485,24.0,3,1,3.275887339030031,0,1,0,0,1,0,0,1
486,35.0,1,0,4.51085950651685,0,1,1,0,0,0,0,1
487,58.0,0,0,3.4242626545931514,1,0,1,0,0,1,0,0
488,30.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
489,9.0,1,1,2.8273136219290276,1,0,0,0,1,0,0,1
490,24.0,1,0,3.0429354648621407,1,0,0,0,1,0,0,1
491,21.0,0,0,2.1102132003465894,1,0,0,0,1,0,0,1
492,55.0,0,0,3.449987545831587,1,0,1,0,0,0,0,1
493,71.0,0,0,3.922056501139853,1,0,1,0,0,1,0,0
494,21.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
495,24.0,0,0,2.738146075922933,1,0,0,0,1,1,0,0
496,54.0,1,0,4.37281811610993,0,1,1,0,0,1,0,0
497,24.0,0,0,2.7788192719904172,1,0,0,0,1,0,0,1
498,25.0,1,2,5.027492411162679,0,1,1,0,0,0,0,1
499,24.0,0,0,2.174274334826008,1,0,0,0,1,0,0,1
500,17.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
501,21.0,0,0,2.169053700369523,0,1,0,0,1,0,1,0
502,24.0,0,0,2.155151800914312,0,1,0,0,1,0,1,0
503,37.0,0,0,2.3596740599781727,0,1,0,0,1,0,0,1
504,16.0,0,0,4.471638793363569,0,1,1,0,0,0,0,1
505,18.0,1,0,4.699570861409576,1,0,1,0,0,1,0,0
506,33.0,0,2,3.295836866004329,0,1,0,1,0,0,0,1
507,24.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
508,28.0,0,0,3.1580636854714434,1,0,0,0,1,0,0,1
509,26.0,0,0,4.05171190165724,1,0,0,0,1,0,0,1
510,29.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
511,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
512,36.0,0,0,3.3064287218760624,1,0,1,0,0,0,0,1
513,54.0,1,0,4.100989104940769,0,1,1,0,0,1,0,0
514,24.0,0,0,2.139571923732859,1,0,0,0,1,0,0,1
515,47.0,0,0,3.5559421706858756,1,0,1,0,0,0,0,1
516,34.0,0,0,2.4423470353692043,0,1,0,1,0,0,0,1
517,24.0,0,0,3.224857896545748,1,0,0,0,1,0,1,0
518,36.0,1,0,3.295836866004329,0,1,0,1,0,0,0,1
519,32.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
520,30.0,0,0,4.548599834499697,0,1,1,0,0,0,0,1
521,22.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
522,24.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
523,44.0,0,1,4.077184839375167,0,1,1,0,0,1,0,0
524,24.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
525,40.5,0,0,2.169053700369523,1,0,0,0,1,0,1,0
526,50.0,0,0,2.4423470353692043,0,1,0,1,0,0,0,1
527,24.0,0,0,5.406181146423973,1,0,1,0,0,0,0,1
528,39.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
529,23.0,2,1,2.5257286443082556,1,0,0,1,0,0,0,1
530,2.0,1,1,3.295836866004329,0,1,0,1,0,0,0,1
531,24.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
532,17.0,1,1,2.1076888046179385,1,0,0,0,1,1,0,0
533,24.0,0,2,3.1509523813392697,0,1,0,0,1,1,0,0
534,30.0,0,0,2.2682524139135403,0,1,0,0,1,0,0,1
535,7.0,0,2,3.305053521109253,0,1,0,1,0,0,0,1
536,45.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
537,30.0,0,0,4.676792929661059,0,1,1,0,0,1,0,0
538,24.0,0,0,2.740840023925201,1,0,0,0,1,0,0,1
539,22.0,0,2,3.9219733362813143,0,1,1,0,0,1,0,0
540,36.0,0,2,4.276666119016055,0,1,1,0,0,0,0,1
541,9.0,4,2,3.4742929367327062,0,1,0,0,1,0,0,1
542,11.0,4,2,3.4742929367327062,0,1,0,0,1,0,0,1
543,32.0,1,0,3.295836866004329,1,0,0,1,0,0,0,1
544,50.0,1,0,4.676792929661059,1,0,1,0,0,1,0,0
545,64.0,0,0,3.295836866004329,1,0,1,0,0,0,0,1
546,19.0,1,0,3.295836866004329,0,1,0,1,0,0,0,1
547,24.0,0,0,2.6988412620169004,1,0,0,1,0,1,0,0
548,33.0,1,1,3.0692150503137943,1,0,0,0,1,0,0,1
549,8.0,1,1,3.6309854756950335,1,0,0,1,0,0,0,1
550,17.0,0,2,4.717456363787216,1,0,1,0,0,1,0,0
551,27.0,0,0,3.295836866004329,1,0,0,1,0,0,0,1
552,24.0,0,0,2.17806441028492,1,0,0,0,1,0,1,0
553,22.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
554,22.0,0,0,2.1719067693519296,0,1,0,0,1,0,0,1
555,62.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
556,48.0,1,0,3.703768066607687,0,1,1,0,0,1,0,0
557,24.0,0,0,5.4316456135398825,1,0,1,0,0,1,0,0
558,39.0,1,1,4.390118804571218,0,1,1,0,0,0,0,1
559,36.0,1,0,2.91235066461494,0,1,0,0,1,0,0,1
560,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
561,40.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
562,28.0,0,0,2.6741486494265287,1,0,0,1,0,0,0,1
563,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
564,24.0,0,0,2.2027647577118348,0,1,0,0,1,0,0,1
565,24.0,2,0,3.224857896545748,1,0,0,0,1,0,0,1
566,19.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
567,29.0,0,4,3.0944457464900235,0,1,0,0,1,0,0,1
568,24.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
569,32.0,0,0,2.180891922715322,1,0,0,0,1,0,0,1
570,62.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
571,53.0,2,0,3.960416900617205,0,1,1,0,0,0,0,1
572,36.0,0,0,3.3100867049215847,1,0,1,0,0,0,0,1
573,24.0,0,0,2.169053700369523,0,1,0,0,1,0,1,0
574,16.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
575,19.0,0,0,2.740840023925201,1,0,0,0,1,0,0,1
576,34.0,0,0,2.6390573296152584,0,1,0,1,0,0,0,1
577,39.0,1,0,4.041295341132285,0,1,1,0,0,0,0,1
578,24.0,1,0,2.738146075922933,0,1,0,0,1,1,0,0
579,32.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
580,25.0,1,1,3.4339872044851463,0,1,0,1,0,0,0,1
581,39.0,1,1,4.717456363787216,0,1,1,0,0,1,0,0
582,54.0,0,0,3.295836866004329,1,0,0,1,0,0,0,1
583,36.0,0,0,3.716616209085536,1,0,1,0,0,1,0,0
584,24.0,0,0,2.2734137156937657,1,0,0,0,1,1,0,0
585,18.0,0,2,4.390118804571218,0,1,1,0,0,0,0,1
586,47.0,0,0,2.772588722239781,1,0,0,1,0,0,0,1
587,60.0,1,1,4.384523514872469,1,0,1,0,0,1,0,0
588,22.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
589,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
590,35.0,0,0,2.094945728215801,1,0,0,0,1,0,0,1
591,52.0,1,0,4.37281811610993,0,1,1,0,0,1,0,0
592,47.0,0,0,2.1102132003465894,1,0,0,0,1,0,0,1
593,24.0,0,2,2.169053700369523,0,1,0,0,1,0,1,0
594,37.0,1,0,3.295836866004329,1,0,0,1,0,0,0,1
595,36.0,1,1,3.224857896545748,1,0,0,0,1,0,0,1
596,24.0,0,0,3.5263605246161616,0,1,0,1,0,0,0,1
597,49.0,0,0,0.0,1,0,0,0,1,0,0,1
598,24.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
599,49.0,1,0,4.0592215752427645,1,0,1,0,0,1,0,0
600,24.0,2,1,3.332204510175204,0,1,0,1,0,0,0,1
601,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
602,24.0,0,0,3.770459441106359,1,0,1,0,0,0,0,1
603,44.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
604,35.0,0,0,3.3160025355989236,1,0,1,0,0,1,0,0
605,36.0,1,0,2.806386101823072,1,0,0,0,1,0,0,1
606,30.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
607,27.0,0,0,3.449987545831587,1,0,1,0,0,0,0,1
608,22.0,1,2,3.7513658711253766,0,1,0,1,0,1,0,0
609,40.0,0,0,5.039951348430309,0,1,1,0,0,0,0,1
610,39.0,1,5,3.4742929367327062,0,1,0,0,1,0,0,1
611,24.0,0,0,2.0856720914304723,1,0,0,0,1,0,0,1
612,24.0,1,0,2.803360380906535,0,1,0,0,1,0,1,0
613,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
614,35.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
615,24.0,1,2,4.189654742026425,0,1,0,1,0,0,0,1
616,34.0,1,1,2.7343675094195836,1,0,0,0,1,0,0,1
617,26.0,1,0,2.8390784635086144,0,1,0,0,1,0,0,1
618,4.0,2,1,3.6888794541139363,0,1,0,1,0,0,0,1
619,26.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
620,27.0,1,0,2.737880811060884,1,0,0,0,1,1,0,0
621,42.0,1,0,3.9806942251907276,1,0,1,0,0,0,0,1
622,20.0,1,1,2.817902613071225,1,0,0,0,1,1,0,0
623,21.0,0,0,2.180891922715322,1,0,0,0,1,0,0,1
624,21.0,0,0,2.8390784635086144,1,0,0,0,1,0,0,1
625,61.0,0,0,3.5061818266142577,1,0,1,0,0,0,0,1
626,57.0,0,0,2.5915163848462583,1,0,0,1,0,0,1,0
627,21.0,0,0,4.368919865004903,0,1,1,0,0,0,0,1
628,26.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
629,24.0,0,0,2.167143305297764,1,0,0,0,1,0,1,0
630,80.0,0,0,3.4339872044851463,1,0,1,0,0,0,0,1
631,51.0,0,0,2.086193694502369,1,0,0,0,1,0,0,1
632,32.0,0,0,3.449987545831587,1,0,1,0,0,1,0,0
633,24.0,0,0,0.0,1,0,1,0,0,0,0,1
634,9.0,3,2,3.3638415951183864,0,1,0,0,1,0,0,1
635,28.0,0,0,2.6390573296152584,0,1,0,1,0,0,0,1
636,32.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
637,31.0,1,1,3.305053521109253,1,0,0,1,0,0,0,1
638,41.0,0,5,3.705920919968788,0,1,0,0,1,0,0,1
639,24.0,1,0,2.8390784635086144,1,0,0,0,1,0,0,1
640,20.0,0,0,2.180891922715322,1,0,0,0,1,0,0,1
641,24.0,0,0,4.252771798816619,0,1,1,0,0,1,0,0
642,2.0,3,2,3.3638415951183864,0,1,0,0,1,0,0,1
643,24.0,0,0,4.05171190165724,1,0,0,0,1,0,0,1
644,0.75,2,1,3.0085645861193133,0,1,0,0,1,1,0,0
645,48.0,1,0,4.353230991152628,1,0,1,0,0,1,0,0
646,19.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
647,56.0,0,0,3.597312260588446,1,0,1,0,0,1,0,0
648,24.0,0,0,2.145931282948669,1,0,0,0,1,0,0,1
649,23.0,0,0,2.145931282948669,0,1,0,0,1,0,0,1
650,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
651,18.0,0,1,3.1780538303479458,0,1,0,1,0,0,0,1
652,21.0,0,0,2.2442459824059346,1,0,0,0,1,0,0,1
653,24.0,0,0,2.17806441028492,0,1,0,0,1,0,1,0
654,18.0,0,0,2.0476928433652555,0,1,0,0,1,0,1,0
655,24.0,2,0,4.310799125385514,1,0,0,1,0,0,0,1
656,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
657,32.0,1,1,2.803360380906535,0,1,0,0,1,0,1,0
658,23.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
659,58.0,0,2,4.738607824217808,1,0,1,0,0,1,0,0
660,50.0,2,0,4.902678819257608,1,0,1,0,0,0,0,1
661,40.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
662,47.0,0,0,3.2804411805263554,1,0,1,0,0,0,0,1
663,36.0,0,0,2.139571923732859,1,0,0,0,1,0,0,1
664,20.0,1,0,2.188856327665703,1,0,0,0,1,0,0,1
665,32.0,2,0,4.310799125385514,1,0,0,1,0,0,0,1
666,25.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
667,24.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
668,43.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
669,24.0,1,0,3.970291913552122,0,1,1,0,0,0,0,1
670,40.0,1,1,3.6888794541139363,0,1,0,1,0,0,0,1
671,31.0,1,0,3.970291913552122,1,0,1,0,0,0,0,1
672,70.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
673,31.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
674,24.0,0,0,0.0,1,0,0,1,0,0,0,1
675,18.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
676,24.5,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
677,18.0,0,0,2.3833998102837652,0,1,0,0,1,0,0,1
678,43.0,1,6,3.8691155044168695,0,1,0,0,1,0,0,1
679,36.0,0,1,6.240917354759096,1,0,1,0,0,1,0,0
680,24.0,0,0,2.212386825075897,0,1,0,0,1,0,1,0
681,27.0,0,0,4.353230991152628,1,0,1,0,0,1,0,0
682,20.0,0,0,2.3248357019288655,1,0,0,0,1,0,0,1
683,14.0,5,2,3.8691155044168695,1,0,0,0,1,0,0,1
684,60.0,1,1,3.6888794541139363,1,0,0,1,0,0,0,1
685,25.0,1,2,3.7513658711253766,1,0,0,1,0,1,0,0
686,14.0,4,1,3.705920919968788,1,0,0,0,1,0,0,1
687,19.0,0,0,2.4133032309283076,1,0,0,0,1,0,0,1
688,18.0,0,0,2.174274334826008,1,0,0,0,1,0,0,1
689,15.0,0,1,5.35817698994543,0,1,1,0,0,0,0,1
690,31.0,1,0,4.060443010546419,1,0,1,0,0,0,0,1
691,4.0,0,1,2.668387256845834,0,1,0,0,1,1,0,0
692,24.0,0,0,4.05171190165724,1,0,0,0,1,0,0,1
693,25.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
694,60.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
695,52.0,0,0,2.6741486494265287,1,0,0,1,0,0,0,1
696,44.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
697,24.0,0,0,2.167143305297764,0,1,0,0,1,0,1,0
698,49.0,1,1,4.717456363787216,1,0,1,0,0,1,0,0
699,42.0,0,0,2.157559320943788,1,0,0,0,1,0,0,1
700,18.0,1,0,5.4316456135398825,0,1,1,0,0,1,0,0
701,35.0,0,0,3.3064287218760624,1,0,1,0,0,0,0,1
702,18.0,0,1,2.737880811060884,0,1,0,0,1,1,0,0
703,25.0,0,0,2.1681046787623672,1,0,0,0,1,0,1,0
704,26.0,1,0,2.180891922715322,1,0,0,0,1,0,0,1
705,39.0,0,0,3.295836866004329,1,0,0,1,0,0,0,1
706,45.0,0,0,2.6741486494265287,0,1,0,1,0,0,0,1
707,42.0,0,0,3.3064287218760624,1,0,1,0,0,0,0,1
708,22.0,0,0,5.027492411162679,0,1,1,0,0,0,0,1
709,24.0,1,1,2.7878344138303452,1,0,0,0,1,1,0,0
710,24.0,0,0,3.922056501139853,0,1,1,0,0,1,0,0
711,24.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
712,48.0,1,0,3.970291913552122,1,0,1,0,0,0,0,1
713,29.0,0,0,2.3497835148230464,1,0,0,0,1,0,0,1
714,52.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
715,19.0,0,0,2.157559320943788,1,0,0,0,1,0,0,1
716,38.0,0,0,5.4316456135398825,0,1,1,0,0,1,0,0
717,27.0,0,0,2.4423470353692043,0,1,0,1,0,0,0,1
718,24.0,0,0,2.803360380906535,1,0,0,0,1,0,1,0
719,33.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
720,6.0,0,1,3.5263605246161616,0,1,0,1,0,0,0,1
721,17.0,1,0,2.086193694502369,1,0,0,0,1,0,0,1
722,34.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
723,50.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
724,27.0,1,0,3.9908341858524357,1,0,1,0,0,0,0,1
725,20.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
726,30.0,3,0,3.091042453358316,0,1,0,1,0,0,0,1
727,24.0,0,0,2.1676241075599285,0,1,0,0,1,0,1,0
728,25.0,1,0,3.295836866004329,1,0,0,1,0,0,0,1
729,25.0,1,0,2.188856327665703,0,1,0,0,1,0,0,1
730,29.0,0,0,5.35817698994543,0,1,1,0,0,0,0,1
731,11.0,0,0,2.9850504252071306,1,0,0,0,1,1,0,0
732,24.0,0,0,0.0,1,0,0,1,0,0,0,1
733,23.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
734,23.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
735,28.5,0,0,2.8390784635086144,1,0,0,0,1,0,0,1
736,48.0,1,3,3.5660053559634015,0,1,0,0,1,0,0,1
737,35.0,0,0,6.240917354759096,1,0,1,0,0,1,0,0
738,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
739,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
740,24.0,0,0,3.4339872044851463,1,0,1,0,0,0,0,1
741,36.0,1,0,4.380149874661021,1,0,1,0,0,0,0,1
742,21.0,2,2,5.5735788721243535,0,1,1,0,0,1,0,0
743,24.0,1,0,2.8390784635086144,1,0,0,0,1,0,0,1
744,31.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
745,70.0,1,1,4.276666119016055,1,0,1,0,0,0,0,1
746,16.0,1,1,3.056356895370426,1,0,0,0,1,0,0,1
747,30.0,0,0,2.6390573296152584,0,1,0,1,0,0,0,1
748,19.0,1,0,3.9908341858524357,1,0,1,0,0,0,0,1
749,31.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
750,4.0,1,1,3.1780538303479458,0,1,0,1,0,0,0,1
751,6.0,0,1,2.600836116795061,1,0,0,0,1,0,0,1
752,33.0,0,0,2.3513752571634776,1,0,0,0,1,0,0,1
753,23.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
754,48.0,1,2,4.189654742026425,0,1,0,1,0,0,0,1
755,0.67,1,1,2.740840023925201,1,0,0,1,0,0,0,1
756,28.0,0,0,2.174274334826008,1,0,0,0,1,0,0,1
757,18.0,0,0,2.5257286443082556,1,0,0,1,0,0,0,1
758,34.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
759,33.0,0,0,4.471638793363569,0,1,1,0,0,0,0,1
760,24.0,0,0,2.740840023925201,1,0,0,0,1,0,0,1
761,41.0,0,0,2.094945728215801,1,0,0,0,1,0,0,1
762,20.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
763,36.0,1,2,4.795790545596741,0,1,1,0,0,0,0,1
764,16.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
765,51.0,1,0,4.368919865004903,0,1,1,0,0,0,0,1
766,24.0,0,0,3.703768066607687,1,0,1,0,0,1,0,0
767,30.5,0,0,2.169053700369523,0,1,0,0,1,0,1,0
768,24.0,1,0,3.224857896545748,1,0,0,0,1,0,1,0
769,32.0,0,0,2.236712348843338,1,0,0,0,1,0,0,1
770,24.0,0,0,2.3513752571634776,1,0,0,0,1,0,0,1
771,48.0,0,0,2.180891922715322,1,0,0,0,1,0,0,1
772,57.0,0,0,2.4423470353692043,0,1,0,1,0,0,0,1
773,24.0,0,0,2.1071782966514356,1,0,0,0,1,1,0,0
774,54.0,1,3,3.1780538303479458,0,1,0,1,0,0,0,1
775,18.0,0,0,2.169053700369523,1,0,0,0,1,0,0,1
776,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
777,5.0,0,0,2.600836116795061,0,1,0,0,1,0,0,1
778,24.0,0,0,2.1676241075599285,1,0,0,0,1,0,1,0
779,43.0,0,1,5.35817698994543,0,1,1,0,0,0,0,1
780,13.0,0,0,2.1076888046179385,0,1,0,0,1,1,0,0
781,17.0,1,0,4.060443010546419,0,1,1,0,0,0,0,1
782,29.0,0,0,3.4339872044851463,1,0,1,0,0,0,0,1
783,24.0,1,2,3.196630215920881,1,0,0,0,1,0,0,1
784,25.0,0,0,2.0856720914304723,1,0,0,0,1,0,0,1
785,25.0,0,0,2.1102132003465894,1,0,0,0,1,0,0,1
786,18.0,0,0,2.139571923732859,0,1,0,0,1,0,0,1
787,8.0,4,1,3.405355391810819,1,0,0,0,1,0,1,0
788,1.0,1,2,3.0715352369694915,1,0,0,0,1,0,0,1
789,46.0,0,0,4.384523514872469,1,0,1,0,0,1,0,0
790,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
791,16.0,0,0,3.295836866004329,1,0,0,1,0,0,0,1
792,24.0,8,2,4.256321678298823,0,1,0,0,1,0,0,1
793,24.0,0,0,3.4561841799918147,1,0,1,0,0,1,0,0
794,25.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
795,39.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
796,49.0,0,0,3.2932111997353943,0,1,1,0,0,0,0,1
797,31.0,0,0,2.270402752283094,0,1,0,0,1,0,0,1
798,30.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
799,30.0,1,1,3.224857896545748,0,1,0,0,1,0,0,1
800,34.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
801,31.0,1,1,3.305053521109253,0,1,0,1,0,0,0,1
802,11.0,1,2,4.795790545596741,1,0,1,0,0,0,0,1
803,0.42,0,1,2.2530481500547457,1,0,0,0,1,1,0,0
804,27.0,0,0,2.076311648670908,1,0,0,0,1,0,0,1
